municipal_code,city_name,mesh_code,north_latitude,south_latitude,west_longitude,east_longitude,remarks
39201,高知市,50331357,33.46666666666667,33.458333333333336,133.4625,133.475,
39201,高知市,50331358,33.46666666666667,33.458333333333336,133.475,133.48749999999998,
39201,高知市,50331359,33.46666666666667,33.458333333333336,133.4875,133.5,
39201,高知市,50331366,33.475,33.46666666666667,133.45,133.46249999999998,
39201,高知市,50331367,33.475,33.46666666666667,133.4625,133.475,
39201,高知市,50331368,33.475,33.46666666666667,133.475,133.48749999999998,
39201,高知市,50331369,33.475,33.46666666666667,133.4875,133.5,
39201,高知市,50331376,33.483333333333334,33.475,133.45,133.46249999999998,
39201,高知市,50331377,33.483333333333334,33.475,133.4625,133.475,
39201,高知市,50331378,33.483333333333334,33.475,133.475,133.48749999999998,
39201,高知市,50331379,33.483333333333334,33.475,133.4875,133.5,
39201,高知市,50331386,33.49166666666667,33.483333333333334,133.45,133.46249999999998,
39201,高知市,50331387,33.49166666666667,33.483333333333334,133.4625,133.475,
39201,高知市,50331388,33.49166666666667,33.483333333333334,133.475,133.48749999999998,
39201,高知市,50331389,33.49166666666667,33.483333333333334,133.4875,133.5,
39201,高知市,50331395,33.5,33.49166666666667,133.4375,133.45,
39201,高知市,50331396,33.5,33.49166666666667,133.45,133.46249999999998,
39201,高知市,50331397,33.5,33.49166666666667,133.4625,133.475,
39201,高知市,50331398,33.5,33.49166666666667,133.475,133.48749999999998,
39201,高知市,50331399,33.5,33.49166666666667,133.4875,133.5,
39201,高知市,50331450,33.46666666666667,33.458333333333336,133.5,133.5125,
39201,高知市,50331460,33.475,33.46666666666667,133.5,133.5125,
39201,高知市,50331461,33.475,33.46666666666667,133.5125,133.52499999999998,
39201,高知市,50331470,33.483333333333334,33.475,133.5,133.5125,
39201,高知市,50331471,33.483333333333334,33.475,133.5125,133.52499999999998,
39201,高知市,50331472,33.483333333333334,33.475,133.525,133.5375,
39201,高知市,50331480,33.49166666666667,33.483333333333334,133.5,133.5125,
39201,高知市,50331481,33.49166666666667,33.483333333333334,133.5125,133.52499999999998,
39201,高知市,50331482,33.49166666666667,33.483333333333334,133.525,133.5375,
39201,高知市,50331483,33.49166666666667,33.483333333333334,133.5375,133.54999999999998,
39201,高知市,50331484,33.49166666666667,33.483333333333334,133.55,133.5625,
39201,高知市,50331490,33.5,33.49166666666667,133.5,133.5125,
39201,高知市,50331491,33.5,33.49166666666667,133.5125,133.52499999999998,
39201,高知市,50331492,33.5,33.49166666666667,133.525,133.5375,
39201,高知市,50331493,33.5,33.49166666666667,133.5375,133.54999999999998,
39201,高知市,50331494,33.5,33.49166666666667,133.55,133.5625,
39201,高知市,50331495,33.5,33.49166666666667,133.5625,133.575,
39201,高知市,50331496,33.5,33.49166666666667,133.575,133.58749999999998,
39201,高知市,50332304,33.50833333333333,33.5,133.425,133.4375,
39201,高知市,50332305,33.50833333333333,33.5,133.4375,133.45,
39201,高知市,50332306,33.50833333333333,33.5,133.45,133.46249999999998,
39201,高知市,50332307,33.50833333333333,33.5,133.4625,133.475,
39201,高知市,50332308,33.50833333333333,33.5,133.475,133.48749999999998,
39201,高知市,50332309,33.50833333333333,33.5,133.4875,133.5,
39201,高知市,50332314,33.516666666666666,33.50833333333333,133.425,133.4375,
39201,高知市,50332315,33.516666666666666,33.50833333333333,133.4375,133.45,
39201,高知市,50332316,33.516666666666666,33.50833333333333,133.45,133.46249999999998,
39201,高知市,50332317,33.516666666666666,33.50833333333333,133.4625,133.475,
39201,高知市,50332318,33.516666666666666,33.50833333333333,133.475,133.48749999999998,
39201,高知市,50332319,33.516666666666666,33.50833333333333,133.4875,133.5,
39201,高知市,50332326,33.525,33.516666666666666,133.45,133.46249999999998,
39201,高知市,50332327,33.525,33.516666666666666,133.4625,133.475,
39201,高知市,50332328,33.525,33.516666666666666,133.475,133.48749999999998,
39201,高知市,50332329,33.525,33.516666666666666,133.4875,133.5,
